NIM;KDMK_JUR;KDMK_PUS;NILAI;BOBOT;NM_MKULIAH;SKS;PRESTASI;SMT
18.E1.0282;PBK602B;40144958;AB;3,5;PSIKOLOGI KESEHATAN REPRODUKSI;2;7;
18.E1.0282;PBK603A;40144959;A;4;PSIKOLOGI PERDAMAIAN;2;8;
18.E1.0282;PBK603B;40144960;AB;3,5;INTERVENSI TRAUMA;3;10,5;
18.E1.0282;PBK603C;40144961;B;3;TRANSFORMASI KONFLIK;3;9;
18.E1.0282;PBK701A;40144962;A;4;TEORI PEMBERDAYAAN MASYARAKAT;2;8;
18.E1.0282;PBK701B;40144963;BC;2,5;PEMBERDAYAAN MASYARAKAT;3;7,5;
18.E1.0282;PBK702A;40144964;A;4;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;12;
18.E1.0282;PBK702B;40144965;B;3;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;6;
18.E1.0282;PBK702C;40144966;AB;3,5;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;10,5;
18.E1.0282;PBK703;40124408;AB;3,5;SKRIPSI;5;17,5;
18.E1.0282;PBK706;40185266;A;4;PSIKOLOGI KELUARGA;2;8;
18.E1.0282;PBK712;40185272;A;4;PSIKOLOGI LINGKUNGAN;2;8;
18.E1.0282;UKS101;40032231;BC;2,5;RELIGIOSITAS;2;5;
18.E1.0282;UKS102;40990172;A;4;PANCASILA;2;8;
18.E1.0282;UKS103;40990154;A;4;KEWARGANEGARAAN;2;8;
18.E1.0282;UKS410;40990183;A;4;KULIAH KERJA NYATA;2;8;
17.E1.0073;PBK101;40124380;BC;2,5;ENGLISH FOR PSYCHOLOGY 1;2;5;
17.E1.0073;PBK102;40124381;B;3;PSIKOLOGI DASAR;4;12;
17.E1.0073;PBK103;40124382;AB;3,5;PSIKOLOGI KESEHATAN;2;7;
17.E1.0073;PBK104A;40144934;AB;3,5;PSIKOLOGI SOSIAL;3;10,5;
17.E1.0073;PBK105;40124384;B;3;PERKEMBANGAN MANUSIA;3;9;
17.E1.0073;PBK106;40124385;AB;3,5;BIOPSIKOLOGI;2;7;
17.E1.0073;PBK107;40124386;C;2;PSIKOLOGI KLINIS DASAR;2;4;
17.E1.0073;PBK201;40124387;B;3;ENGLISH FOR PSYCHOLOGY 2;2;6;
17.E1.0073;PBK202A;40144935;A;4;TES PSIKOLOGI 1;3;12;
17.E1.0073;PBK202B;40144936;A;4;TES PSIKOLOGI 2;3;12;
17.E1.0073;PBK203A;40144937;A;4;PSIKOLOGI PENDIDIKAN;3;12;
17.E1.0073;PBK203B;40144938;AB;3,5;PSIKOLOGI BELAJAR;2;7;
17.E1.0073;PBK204;40124390;BC;2,5;PENULISAN ILMIAH;2;5;
17.E1.0073;PBK205;40124391;B;3;ETIKA PSIKOLOGI;2;6;
17.E1.0073;PBK206A;40155147;B;3;ASESMEN;2;6;
17.E1.0073;PBK301;40124393;AB;3,5;EVALUASI PEMBELAJARAN;4;14;
17.E1.0073;PBK302;40124394;A;4;DASAR KONSELING;4;16;
17.E1.0073;PBK303A;40144939;BC;2,5;TEORI MODIFIKASI PERILAKU;3;7,5;
17.E1.0073;PBK303B;40144940;AB;3,5;MODIFIKASI PERILAKU TERAPAN;3;10,5;
17.E1.0073;PBK304A;40144941;A;4;METODE PENGUMPULAN DATA KUANTITATIF;3;12;
17.E1.0073;PBK304B;40144942;A;4;METODE PENGUMPULAN DATA KUALITATIF;3;12;
17.E1.0073;PBK401A;40144943;B;3;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;9;
17.E1.0073;PBK401B;40144944;AB;3,5;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;10,5;
17.E1.0073;PBK402A;40144945;A;4;PSIKOLOGI ORANG SAKIT;2;8;
17.E1.0073;PBK402B;40144946;A;4;PENDAMPINGAN ORANG SAKIT;3;12;
17.E1.0073;PBK403A;40144947;A;4;METODOLOGI PENELITIAN KUANTITATIF;4;16;
17.E1.0073;PBK403B;40144948;A;4;STATISTIKA;4;16;
17.E1.0073;PBK404;40134504;A;4;METODOLOGI PENELITIAN KUALITATIF;2;8;
17.E1.0073;PBK501A;40144949;AB;3,5;PSIKOLOGI ABNORMAL;3;10,5;
17.E1.0073;PBK501B;40144950;B;3;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;15;
17.E1.0073;PBK502A;40144951;B;3;PSIKOLOGI KELOMPOK;2;6;
17.E1.0073;PBK502B;40144952;A;4;DINAMIKA KELOMPOK;4;16;
17.E1.0073;PBK503A;40144953;AB;3,5;TEORI RANCANGAN PELATIHAN;2;7;
17.E1.0073;PBK503B;40144954;AB;3,5;PRAKTEK RANCANGAN PELATIHAN;4;14;
17.E1.0073;PBK601A;40144955;AB;3,5;TEORI KEPRIBADIAN;3;10,5;
17.E1.0073;PBK601B;40144956;AB;3,5;TEKNIK PENGEMBANGAN PRIBADI;4;14;
17.E1.0073;PBK602A;40144957;A;4;SEKSUALITAS MANUSIA;3;12;
17.E1.0073;PBK602B;40144958;B;3;PSIKOLOGI KESEHATAN REPRODUKSI;2;6;
17.E1.0073;PBK603A;40144959;AB;3,5;PSIKOLOGI PERDAMAIAN;2;7;
17.E1.0073;PBK603B;40144960;AB;3,5;INTERVENSI TRAUMA;3;10,5;
17.E1.0073;PBK603C;40144961;A;4;TRANSFORMASI KONFLIK;3;12;
17.E1.0073;PBK701A;40144962;BC;2,5;TEORI PEMBERDAYAAN MASYARAKAT;2;5;
17.E1.0073;PBK701B;40144963;AB;3,5;PEMBERDAYAAN MASYARAKAT;3;10,5;
17.E1.0073;PBK702A;40144964;AB;3,5;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;10,5;
17.E1.0073;PBK702B;40144965;A;4;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;8;
17.E1.0073;PBK702C;40144966;AB;3,5;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;10,5;
17.E1.0073;PBK703;40124408;B;3;SKRIPSI;5;15;
17.E1.0073;PBK705;40185265;AB;3,5;ADIKSI DALAM TINJAUAN PSIKOLOGI;2;7;
17.E1.0073;PBK708;40185268;A;4;PSIKOLOGI KESEHATAN KERJA;2;8;
17.E1.0073;UKS101;40032231;A;4;RELIGIOSITAS;2;8;
17.E1.0073;UKS102;40990172;AB;3,5;PANCASILA;2;7;
17.E1.0073;UKS103;40990154;A;4;KEWARGANEGARAAN;2;8;
17.E1.0073;UKS410;40990183;A;4;KULIAH KERJA NYATA;2;8;
17.E1.0215;PBK101;40124380;A;4;ENGLISH FOR PSYCHOLOGY 1;2;8;
17.E1.0215;PBK102;40124381;BC;2,5;PSIKOLOGI DASAR;4;10;
17.E1.0215;PBK103;40124382;BC;2,5;PSIKOLOGI KESEHATAN;2;5;
17.E1.0215;PBK104A;40144934;BC;2,5;PSIKOLOGI SOSIAL;3;7,5;
17.E1.0215;PBK105;40124384;B;3;PERKEMBANGAN MANUSIA;3;9;
17.E1.0215;PBK106;40124385;A;4;BIOPSIKOLOGI;2;8;
17.E1.0215;PBK107;40124386;BC;2,5;PSIKOLOGI KLINIS DASAR;2;5;
17.E1.0215;PBK201;40124387;AB;3,5;ENGLISH FOR PSYCHOLOGY 2;2;7;
17.E1.0215;PBK202A;40144935;BC;2,5;TES PSIKOLOGI 1;3;7,5;
17.E1.0215;PBK202B;40144936;B;3;TES PSIKOLOGI 2;3;9;
17.E1.0215;PBK203A;40144937;C;2;PSIKOLOGI PENDIDIKAN;3;6;
17.E1.0215;PBK203B;40144938;AB;3,5;PSIKOLOGI BELAJAR;2;7;
17.E1.0215;PBK204;40124390;A;4;PENULISAN ILMIAH;2;8;
17.E1.0215;PBK205;40124391;A;4;ETIKA PSIKOLOGI;2;8;
17.E1.0215;PBK206A;40155147;B;3;ASESMEN;2;6;
17.E1.0215;PBK301;40124393;AB;3,5;EVALUASI PEMBELAJARAN;4;14;
17.E1.0215;PBK302;40124394;B;3;DASAR KONSELING;4;12;
17.E1.0215;PBK303A;40144939;B;3;TEORI MODIFIKASI PERILAKU;3;9;
17.E1.0215;PBK303B;40144940;A;4;MODIFIKASI PERILAKU TERAPAN;3;12;
17.E1.0215;PBK304A;40144941;A;4;METODE PENGUMPULAN DATA KUANTITATIF;3;12;
17.E1.0215;PBK304B;40144942;A;4;METODE PENGUMPULAN DATA KUALITATIF;3;12;
17.E1.0215;PBK401A;40144943;BC;2,5;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;7,5;
17.E1.0215;PBK401B;40144944;AB;3,5;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;10,5;
17.E1.0215;PBK402A;40144945;AB;3,5;PSIKOLOGI ORANG SAKIT;2;7;
17.E1.0215;PBK402B;40144946;B;3;PENDAMPINGAN ORANG SAKIT;3;9;
17.E1.0215;PBK403A;40144947;B;3;METODOLOGI PENELITIAN KUANTITATIF;4;12;
17.E1.0215;PBK403B;40144948;A;4;STATISTIKA;4;16;
17.E1.0215;PBK404;40134504;AB;3,5;METODOLOGI PENELITIAN KUALITATIF;2;7;
17.E1.0215;PBK501A;40144949;B;3;PSIKOLOGI ABNORMAL;3;9;
17.E1.0215;PBK501B;40144950;A;4;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;20;
17.E1.0215;PBK502A;40144951;B;3;PSIKOLOGI KELOMPOK;2;6;
17.E1.0215;PBK502B;40144952;AB;3,5;DINAMIKA KELOMPOK;4;14;
17.E1.0215;PBK503A;40144953;A;4;TEORI RANCANGAN PELATIHAN;2;8;
17.E1.0215;PBK503B;40144954;A;4;PRAKTEK RANCANGAN PELATIHAN;4;16;
17.E1.0215;PBK601A;40144955;AB;3,5;TEORI KEPRIBADIAN;3;10,5;
17.E1.0215;PBK601B;40144956;AB;3,5;TEKNIK PENGEMBANGAN PRIBADI;4;14;
17.E1.0215;PBK602A;40144957;B;3;SEKSUALITAS MANUSIA;3;9;
17.E1.0215;PBK602B;40144958;A;4;PSIKOLOGI KESEHATAN REPRODUKSI;2;8;
17.E1.0215;PBK603A;40144959;B;3;PSIKOLOGI PERDAMAIAN;2;6;
17.E1.0215;PBK603B;40144960;B;3;INTERVENSI TRAUMA;3;9;
17.E1.0215;PBK603C;40144961;A;4;TRANSFORMASI KONFLIK;3;12;
17.E1.0215;PBK701A;40144962;B;3;TEORI PEMBERDAYAAN MASYARAKAT;2;6;
17.E1.0215;PBK701B;40144963;AB;3,5;PEMBERDAYAAN MASYARAKAT;3;10,5;
17.E1.0215;PBK702A;40144964;AB;3,5;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;10,5;
17.E1.0215;PBK702B;40144965;A;4;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;8;
17.E1.0215;PBK702C;40144966;AB;3,5;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;10,5;
17.E1.0215;PBK703;40124408;AB;3,5;SKRIPSI;5;17,5;
17.E1.0215;PBK709;40185269;AB;3,5;PSIKOLOGI KESEHATAN KELUARGA;2;7;
17.E1.0215;PBK711;40185271;A;4;ETNOPSIKOLOGI;2;8;
17.E1.0215;UKS101;40032231;B;3;RELIGIOSITAS;2;6;
17.E1.0215;UKS102;40990172;B;3;PANCASILA;2;6;
17.E1.0215;UKS103;40990154;A;4;KEWARGANEGARAAN;2;8;
17.E1.0215;UKS410;40990183;A;4;KULIAH KERJA NYATA;2;8;
17.E1.0171;PBK101;40124380;B;3;ENGLISH FOR PSYCHOLOGY 1;2;6;
17.E1.0171;PBK102;40124381;B;3;PSIKOLOGI DASAR;4;12;
17.E1.0171;PBK103;40124382;AB;3,5;PSIKOLOGI KESEHATAN;2;7;
17.E1.0171;PBK104A;40144934;B;3;PSIKOLOGI SOSIAL;3;9;
17.E1.0171;PBK105;40124384;B;3;PERKEMBANGAN MANUSIA;3;9;
17.E1.0171;PBK106;40124385;AB;3,5;BIOPSIKOLOGI;2;7;
17.E1.0171;PBK107;40124386;C;2;PSIKOLOGI KLINIS DASAR;2;4;
17.E1.0171;PBK201;40124387;AB;3,5;ENGLISH FOR PSYCHOLOGY 2;2;7;
17.E1.0171;PBK202A;40144935;AB;3,5;TES PSIKOLOGI 1;3;10,5;
17.E1.0171;PBK202B;40144936;BC;2,5;TES PSIKOLOGI 2;3;7,5;
17.E1.0171;PBK203A;40144937;C;2;PSIKOLOGI PENDIDIKAN;3;6;
17.E1.0171;PBK203B;40144938;BC;2,5;PSIKOLOGI BELAJAR;2;5;
17.E1.0171;PBK204;40124390;AB;3,5;PENULISAN ILMIAH;2;7;
17.E1.0171;PBK205;40124391;BC;2,5;ETIKA PSIKOLOGI;2;5;
17.E1.0171;PBK206A;40155147;B;3;ASESMEN;2;6;
17.E1.0171;PBK301;40124393;AB;3,5;EVALUASI PEMBELAJARAN;4;14;
17.E1.0171;PBK302;40124394;AB;3,5;DASAR KONSELING;4;14;
17.E1.0171;PBK303A;40144939;A;4;TEORI MODIFIKASI PERILAKU;3;12;
17.E1.0171;PBK303B;40144940;AB;3,5;MODIFIKASI PERILAKU TERAPAN;3;10,5;
17.E1.0171;PBK304A;40144941;AB;3,5;METODE PENGUMPULAN DATA KUANTITATIF;3;10,5;
17.E1.0171;PBK304B;40144942;C;2;METODE PENGUMPULAN DATA KUALITATIF;3;6;
17.E1.0171;PBK401A;40144943;AB;3,5;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;10,5;
17.E1.0171;PBK401B;40144944;AB;3,5;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;10,5;
17.E1.0171;PBK402A;40144945;C;2;PSIKOLOGI ORANG SAKIT;2;4;
17.E1.0171;PBK402B;40144946;B;3;PENDAMPINGAN ORANG SAKIT;3;9;
17.E1.0171;PBK403A;40144947;B;3;METODOLOGI PENELITIAN KUANTITATIF;4;12;
17.E1.0171;PBK403B;40144948;A;4;STATISTIKA;4;16;
17.E1.0171;PBK404;40134504;C;2;METODOLOGI PENELITIAN KUALITATIF;2;4;
17.E1.0171;PBK501A;40144949;A;4;PSIKOLOGI ABNORMAL;3;12;
17.E1.0171;PBK501B;40144950;AB;3,5;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;17,5;
17.E1.0171;PBK502A;40144951;AB;3,5;PSIKOLOGI KELOMPOK;2;7;
17.E1.0171;PBK502B;40144952;A;4;DINAMIKA KELOMPOK;4;16;
17.E1.0171;PBK503A;40144953;A;4;TEORI RANCANGAN PELATIHAN;2;8;
17.E1.0171;PBK503B;40144954;AB;3,5;PRAKTEK RANCANGAN PELATIHAN;4;14;
17.E1.0171;PBK601A;40144955;B;3;TEORI KEPRIBADIAN;3;9;
17.E1.0171;PBK601B;40144956;B;3;TEKNIK PENGEMBANGAN PRIBADI;4;12;
17.E1.0171;PBK602A;40144957;AB;3,5;SEKSUALITAS MANUSIA;3;10,5;
17.E1.0171;PBK602B;40144958;A;4;PSIKOLOGI KESEHATAN REPRODUKSI;2;8;
17.E1.0171;PBK603A;40144959;B;3;PSIKOLOGI PERDAMAIAN;2;6;
17.E1.0171;PBK603B;40144960;A;4;INTERVENSI TRAUMA;3;12;
17.E1.0171;PBK603C;40144961;B;3;TRANSFORMASI KONFLIK;3;9;
17.E1.0171;PBK701A;40144962;AB;3,5;TEORI PEMBERDAYAAN MASYARAKAT;2;7;
17.E1.0171;PBK701B;40144963;A;4;PEMBERDAYAAN MASYARAKAT;3;12;
17.E1.0171;PBK702A;40144964;AB;3,5;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;10,5;
17.E1.0171;PBK702B;40144965;AB;3,5;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;7;
17.E1.0171;PBK702C;40144966;B;3;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;9;
17.E1.0171;PBK703;40124408;AB;3,5;SKRIPSI;5;17,5;
17.E1.0171;PBK705;40185265;B;3;ADIKSI DALAM TINJAUAN PSIKOLOGI;2;6;
17.E1.0171;PBK711;40185271;BC;2,5;ETNOPSIKOLOGI;2;5;
17.E1.0171;UKS101;40032231;B;3;RELIGIOSITAS;2;6;
17.E1.0171;UKS102;40990172;B;3;PANCASILA;2;6;
17.E1.0171;UKS103;40990154;AB;3,5;KEWARGANEGARAAN;2;7;
17.E1.0171;UKS410;40990183;A;4;KULIAH KERJA NYATA;2;8;
16.E1.0029;PBK101;40124380;A;4;ENGLISH FOR PSYCHOLOGY 1;2;8;
16.E1.0029;PBK102;40124381;BC;2,5;PSIKOLOGI DASAR;4;10;
16.E1.0029;PBK103;40124382;AB;3,5;PSIKOLOGI KESEHATAN;2;7;
16.E1.0029;PBK104A;40144934;B;3;PSIKOLOGI SOSIAL;3;9;
16.E1.0029;PBK105;40124384;C;2;PERKEMBANGAN MANUSIA;3;6;
16.E1.0029;PBK106;40124385;AB;3,5;BIOPSIKOLOGI;2;7;
16.E1.0029;PBK107;40124386;A;4;PSIKOLOGI KLINIS DASAR;2;8;
16.E1.0029;PBK201;40124387;B;3;ENGLISH FOR PSYCHOLOGY 2;2;6;
16.E1.0029;PBK202A;40144935;A;4;TES PSIKOLOGI 1;3;12;
16.E1.0029;PBK202B;40144936;AB;3,5;TES PSIKOLOGI 2;3;10,5;
16.E1.0029;PBK203A;40144937;B;3;PSIKOLOGI PENDIDIKAN;3;9;
16.E1.0029;PBK203B;40144938;B;3;PSIKOLOGI BELAJAR;2;6;
16.E1.0029;PBK204;40124390;B;3;PENULISAN ILMIAH;2;6;
16.E1.0029;PBK205;40124391;B;3;ETIKA PSIKOLOGI;2;6;
16.E1.0029;PBK206A;40155147;C;2;ASESMEN;2;4;
16.E1.0029;PBK301;40124393;B;3;EVALUASI PEMBELAJARAN;4;12;
16.E1.0029;PBK302;40124394;AB;3,5;DASAR KONSELING;4;14;
16.E1.0029;PBK303A;40144939;AB;3,5;TEORI MODIFIKASI PERILAKU;3;10,5;
16.E1.0029;PBK303B;40144940;AB;3,5;MODIFIKASI PERILAKU TERAPAN;3;10,5;
16.E1.0029;PBK304A;40144941;B;3;METODE PENGUMPULAN DATA KUANTITATIF;3;9;
16.E1.0029;PBK304B;40144942;B;3;METODE PENGUMPULAN DATA KUALITATIF;3;9;
16.E1.0029;PBK401A;40144943;B;3;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;9;
16.E1.0029;PBK401B;40144944;B;3;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;9;
16.E1.0029;PBK402A;40144945;C;2;PSIKOLOGI ORANG SAKIT;2;4;
16.E1.0029;PBK402B;40144946;BC;2,5;PENDAMPINGAN ORANG SAKIT;3;7,5;
16.E1.0029;PBK403A;40144947;B;3;METODOLOGI PENELITIAN KUANTITATIF;4;12;
16.E1.0029;PBK403B;40144948;A;4;STATISTIKA;4;16;
16.E1.0029;PBK404;40134504;C;2;METODOLOGI PENELITIAN KUALITATIF;2;4;
16.E1.0029;PBK501A;40144949;AB;3,5;PSIKOLOGI ABNORMAL;3;10,5;
16.E1.0029;PBK501B;40144950;B;3;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;15;
16.E1.0029;PBK502A;40144951;BC;2,5;PSIKOLOGI KELOMPOK;2;5;
16.E1.0029;PBK502B;40144952;B;3;DINAMIKA KELOMPOK;4;12;
16.E1.0029;PBK503A;40144953;CD;1,5;TEORI RANCANGAN PELATIHAN;2;3;
16.E1.0029;PBK503B;40144954;AB;3,5;PRAKTEK RANCANGAN PELATIHAN;4;14;
16.E1.0029;PBK601A;40144955;B;3;TEORI KEPRIBADIAN;3;9;
16.E1.0029;PBK601B;40144956;BC;2,5;TEKNIK PENGEMBANGAN PRIBADI;4;10;
16.E1.0029;PBK602A;40144957;A;4;SEKSUALITAS MANUSIA;3;12;
16.E1.0029;PBK602B;40144958;AB;3,5;PSIKOLOGI KESEHATAN REPRODUKSI;2;7;
16.E1.0029;PBK603A;40144959;B;3;PSIKOLOGI PERDAMAIAN;2;6;
16.E1.0029;PBK603B;40144960;BC;2,5;INTERVENSI TRAUMA;3;7,5;
16.E1.0029;PBK603C;40144961;B;3;TRANSFORMASI KONFLIK;3;9;
16.E1.0029;PBK701A;40144962;AB;3,5;TEORI PEMBERDAYAAN MASYARAKAT;2;7;
16.E1.0029;PBK701B;40144963;AB;3,5;PEMBERDAYAAN MASYARAKAT;3;10,5;
16.E1.0029;PBK702A;40144964;B;3;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;9;
16.E1.0029;PBK702B;40144965;A;4;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;8;
16.E1.0029;PBK702C;40144966;AB;3,5;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;10,5;
16.E1.0029;PBK703;40124408;B;3;SKRIPSI;5;15;
16.E1.0029;UKS.101;40990197;AB;3,5;PENDIDIKAN AGAMA;2;7;
16.E1.0029;UKS.102;40032230;B;3;PENDIDIKAN PANCASILA;2;6;
16.E1.0029;UKS103;40990154;A;4;KEWARGANEGARAAN;2;8;
16.E1.0029;UKS410;40990183;AB;3,5;KULIAH KERJA NYATA;2;7;
17.E1.0187;PBK101;40124380;B;3;ENGLISH FOR PSYCHOLOGY 1;2;6;
17.E1.0187;PBK102;40124381;A;4;PSIKOLOGI DASAR;4;16;
17.E1.0187;PBK103;40124382;A;4;PSIKOLOGI KESEHATAN;2;8;
17.E1.0187;PBK104A;40144934;AB;3,5;PSIKOLOGI SOSIAL;3;10,5;
17.E1.0187;PBK105;40124384;AB;3,5;PERKEMBANGAN MANUSIA;3;10,5;
17.E1.0187;PBK106;40124385;A;4;BIOPSIKOLOGI;2;8;
17.E1.0187;PBK107;40124386;AB;3,5;PSIKOLOGI KLINIS DASAR;2;7;
17.E1.0187;PBK201;40124387;AB;3,5;ENGLISH FOR PSYCHOLOGY 2;2;7;
17.E1.0187;PBK202A;40144935;A;4;TES PSIKOLOGI 1;3;12;
17.E1.0187;PBK202B;40144936;AB;3,5;TES PSIKOLOGI 2;3;10,5;
17.E1.0187;PBK203A;40144937;AB;3,5;PSIKOLOGI PENDIDIKAN;3;10,5;
17.E1.0187;PBK203B;40144938;A;4;PSIKOLOGI BELAJAR;2;8;
17.E1.0187;PBK204;40124390;AB;3,5;PENULISAN ILMIAH;2;7;
17.E1.0187;PBK205;40124391;B;3;ETIKA PSIKOLOGI;2;6;
17.E1.0187;PBK206A;40155147;A;4;ASESMEN;2;8;
17.E1.0187;PBK301;40124393;A;4;EVALUASI PEMBELAJARAN;4;16;
17.E1.0187;PBK302;40124394;A;4;DASAR KONSELING;4;16;
17.E1.0187;PBK303A;40144939;A;4;TEORI MODIFIKASI PERILAKU;3;12;
17.E1.0187;PBK303B;40144940;B;3;MODIFIKASI PERILAKU TERAPAN;3;9;
17.E1.0187;PBK304A;40144941;AB;3,5;METODE PENGUMPULAN DATA KUANTITATIF;3;10,5;
17.E1.0187;PBK304B;40144942;AB;3,5;METODE PENGUMPULAN DATA KUALITATIF;3;10,5;
17.E1.0187;PBK401A;40144943;A;4;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;12;
17.E1.0187;PBK401B;40144944;A;4;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;12;
17.E1.0187;PBK402A;40144945;AB;3,5;PSIKOLOGI ORANG SAKIT;2;7;
17.E1.0187;PBK402B;40144946;AB;3,5;PENDAMPINGAN ORANG SAKIT;3;10,5;
17.E1.0187;PBK403A;40144947;AB;3,5;METODOLOGI PENELITIAN KUANTITATIF;4;14;
17.E1.0187;PBK403B;40144948;A;4;STATISTIKA;4;16;
17.E1.0187;PBK404;40134504;A;4;METODOLOGI PENELITIAN KUALITATIF;2;8;
17.E1.0187;PBK501A;40144949;A;4;PSIKOLOGI ABNORMAL;3;12;
17.E1.0187;PBK501B;40144950;A;4;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;20;
17.E1.0187;PBK502A;40144951;A;4;PSIKOLOGI KELOMPOK;2;8;
17.E1.0187;PBK502B;40144952;A;4;DINAMIKA KELOMPOK;4;16;
17.E1.0187;PBK503A;40144953;A;4;TEORI RANCANGAN PELATIHAN;2;8;
17.E1.0187;PBK503B;40144954;A;4;PRAKTEK RANCANGAN PELATIHAN;4;16;
17.E1.0187;PBK601A;40144955;A;4;TEORI KEPRIBADIAN;3;12;
17.E1.0187;PBK601B;40144956;A;4;TEKNIK PENGEMBANGAN PRIBADI;4;16;
17.E1.0187;PBK602A;40144957;A;4;SEKSUALITAS MANUSIA;3;12;
17.E1.0187;PBK602B;40144958;A;4;PSIKOLOGI KESEHATAN REPRODUKSI;2;8;
17.E1.0187;PBK603A;40144959;A;4;PSIKOLOGI PERDAMAIAN;2;8;
17.E1.0187;PBK603B;40144960;A;4;INTERVENSI TRAUMA;3;12;
17.E1.0187;PBK603C;40144961;A;4;TRANSFORMASI KONFLIK;3;12;
17.E1.0187;PBK701A;40144962;A;4;TEORI PEMBERDAYAAN MASYARAKAT;2;8;
17.E1.0187;PBK701B;40144963;A;4;PEMBERDAYAAN MASYARAKAT;3;12;
17.E1.0187;PBK702A;40144964;A;4;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;12;
17.E1.0187;PBK702B;40144965;A;4;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;8;
17.E1.0187;PBK702C;40144966;A;4;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;12;
17.E1.0187;PBK703;40124408;A;4;SKRIPSI;5;20;
17.E1.0187;PBK705;40185265;A;4;ADIKSI DALAM TINJAUAN PSIKOLOGI;2;8;
17.E1.0187;PBK706;40185266;AB;3,5;PSIKOLOGI KELUARGA;2;7;
17.E1.0187;UKS101;40032231;AB;3,5;RELIGIOSITAS;2;7;
17.E1.0187;UKS102;40990172;AB;3,5;PANCASILA;2;7;
17.E1.0187;UKS103;40990154;A;4;KEWARGANEGARAAN;2;8;
17.E1.0187;UKS410;40990183;A;4;KULIAH KERJA NYATA;2;8;
16.E1.0178;PBK101;40124380;A;4;ENGLISH FOR PSYCHOLOGY 1;2;8;
16.E1.0178;PBK102;40124381;B;3;PSIKOLOGI DASAR;4;12;
16.E1.0178;PBK103;40124382;A;4;PSIKOLOGI KESEHATAN;2;8;
16.E1.0178;PBK104A;40144934;B;3;PSIKOLOGI SOSIAL;3;9;
16.E1.0178;PBK105;40124384;B;3;PERKEMBANGAN MANUSIA;3;9;
16.E1.0178;PBK106;40124385;A;4;BIOPSIKOLOGI;2;8;
16.E1.0178;PBK107;40124386;A;4;PSIKOLOGI KLINIS DASAR;2;8;
16.E1.0178;PBK201;40124387;AB;3,5;ENGLISH FOR PSYCHOLOGY 2;2;7;
16.E1.0178;PBK202A;40144935;BC;2,5;TES PSIKOLOGI 1;3;7,5;
16.E1.0178;PBK202B;40144936;BC;2,5;TES PSIKOLOGI 2;3;7,5;
16.E1.0178;PBK203A;40144937;B;3;PSIKOLOGI PENDIDIKAN;3;9;
16.E1.0178;PBK203B;40144938;AB;3,5;PSIKOLOGI BELAJAR;2;7;
16.E1.0178;PBK204;40124390;B;3;PENULISAN ILMIAH;2;6;
16.E1.0178;PBK205;40124391;A;4;ETIKA PSIKOLOGI;2;8;
16.E1.0178;PBK206A;40155147;AB;3,5;ASESMEN;2;7;
16.E1.0178;PBK301;40124393;C;2;EVALUASI PEMBELAJARAN;4;8;
16.E1.0178;PBK302;40124394;AB;3,5;DASAR KONSELING;4;14;
16.E1.0178;PBK303A;40144939;D;1;TEORI MODIFIKASI PERILAKU;3;3;
16.E1.0178;PBK303B;40144940;B;3;MODIFIKASI PERILAKU TERAPAN;3;9;
